NBATS523102-GRY,SI,0,0
NBATS523102-LHB,SI,0,0
NBATS523102-BLK,SI,0,0
NBATS523101-WHT3,SI,0,0
NBATS523101-WHT4,SI,0,0
NBATS523101-WHT,SI,0,0
NBATS523101-WHT1,SI,0,0
NBATS523101-WHT2,SI,0,0
RMLS323104-BLU,SI,0,0
GYTS5231003-DGRY,SI,0,0
NBACA523172-RED,SI,0,0
NBACA523172-GRY,SI,0,0
NBACA523172-NVY,SI,0,0
NBACA523172-PUR,SI,0,0
NBACA523172-BLU,SI,0,0
NBACA523172-GRN,SI,0,0
NBACA523171-GRY,SI,0,0
NBACA523171-NVY,SI,0,0
NBACA523171-PUR,SI,0,0
NBACA523171-BLU,SI,0,0
NBACA523171-GRN,SI,0,0
NBACA523170-GRY5,SI,0,0
NBATS323115-BLK1,SI,0,0
NBAPT523101-BLK1,SI,0,0
NBAPT523101-BLK2,SI,0,0
